Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
40,0.40849048203727834,0.2507549818326789,0.3051832700054026,0.03557126612464011
41,0.17934722239155534,0.2537863454204141,0.41441233536412403,0.15245409682390648
42,0.176442550590493,0.24497745793975287,0.47146187926636535,0.10711811220338863
43,0.17437935564315807,0.24239024728429714,0.4226245676105604,0.1606058294619842
44,0.1346727622709807,0.20977652351478956,0.4304883458313713,0.2250623683828584
45,0.16504763440496345,0.2420038682621418,0.46656226306500087,0.12638623426789397
46,0.15514252692232947,0.13912023323427833,0.661361621645954,0.04437561819743818
47,0.16733793428087082,0.2645152818708078,0.38215411904365426,0.1859926648046671
48,0.16987740253643024,0.3385820393234536,0.34060522394089254,0.15093533419922364
49,0.1396429651057486,0.2662756129418561,0.37132008878287154,0.22276133316952382
50,0.10392880503407641,0.15354939297972955,0.6804239487335575,0.06209785325263632
51,0.19621722413780712,0.273085395783659,0.3700156211246774,0.16068175895385653
52,0.09801727556419398,0.13272254718459758,0.7218406685701763,0.047419508681032195
53,0.16688740266051044,0.2824654369045875,0.3538905521077955,0.1967566083271067
54,0.1452094048860763,0.15456662518556244,0.653333124268168,0.04689084566019325
55,0.1801236092042912,0.2625532972751379,0.37184873309389616,0.18547436042667492
56,0.08468553378806166,0.1087011888796869,0.7535247157343836,0.053088561597867956
57,0.20794638178173486,0.25123955689147326,0.4098513201157736,0.13096274121101825
58,0.08437809014591681,0.10296081608557371,0.7645681825254367,0.048092911243073015
59,0.1835931397179654,0.28227994509991194,0.3751313074346221,0.15899560774750054
60,0.12101780919220477,0.10818580233495954,0.7363504236047516,0.03444596486808418
61,0.1788977855706334,0.26012645128827855,0.4345073969170921,0.1264683662239958
62,0.11878140451418175,0.2356462601476278,0.3683243514757304,0.27724798386246013
63,0.1534270106719639,0.22994596699582137,0.49290218808786485,0.1237248342443499
64,0.15334956610818135,0.21384137471515088,0.4273214386595429,0.20548762051712482
65,0.16049512832503354,0.26386328040887913,0.3655245680683106,0.21011702319777675
66,0.1749804603741855,0.2571745679418036,0.3719051352525191,0.19593983643149177
67,0.1714190713639057,0.26469560084156113,0.397865024570889,0.16602030322364392
68,0.2658127058143708,0.3121938632672238,0.2982561125556538,0.1237373183627518
69,0.2215024288659666,0.26587838165247774,0.3657511090599753,0.14686808042158037
70,0.11284189596590265,0.4088444197651216,0.17335739248523638,0.3049562917837394
71,0.2027798330724634,0.2697076781982391,0.37814016300720754,0.1493723257220901
72,0.23763785760725284,0.3224647455823309,0.25903460039843523,0.18086279641198122
73,0.17869701379118944,0.257942471937739,0.43338068765366644,0.12997982661740512
74,0.12170188822892147,0.2168542202516842,0.46676471495348304,0.19467917656591102
75,0.19841617967703473,0.2550980179180934,0.4146480820759642,0.1318377203289077
76,0.10256329023843225,0.3227148894754224,0.22064660724765722,0.3540752130384883
77,0.1609017472359823,0.2525825708285172,0.4105218771958976,0.1759938047396028
78,0.127386103065388,0.2394322455448332,0.500439085857442,0.1327425655323367
79,0.1870967339291182,0.2744412041593812,0.39189394397524707,0.14656811793625368
80,0.13216205597961517,0.30154169258646524,0.3164835501207922,0.24981270131312744
81,0.1435130134282451,0.2477952381952148,0.4646988419681569,0.14399290640838316
82,0.11352517453747363,0.2208625141179118,0.3702930712460331,0.29531924009858135
83,0.19062953273840244,0.277152649863936,0.36358054577680865,0.16863727162085296
84,0.1310611482485572,0.2421853370665245,0.44637239896771247,0.18038111571720564
85,0.20679278200658657,0.2749093532972861,0.392658080403543,0.12563978429258432
86,0.20363838436070886,0.32844633732826056,0.3479465042888941,0.11996877402213654
87,0.18903577072849415,0.2464938013437106,0.4136537639382529,0.15081666398954235
88,0.21456031218940186,0.3640369726889908,0.2600025492330533,0.16140016588855402
89,0.20191710965869678,0.2734640600970145,0.40714152818607174,0.11747730205821695
90,0.25343027344498464,0.42582703875752065,0.17092421634901578,0.14981847144847893
91,0.169460048724953,0.2508854223654309,0.41856975090835113,0.1610847780012649
92,0.17327926925619697,0.29692699124199473,0.23892406113766018,0.29086967836414795
93,0.20298403692610298,0.28829410825997265,0.3812536598222686,0.12746819499165585
94,0.22938817769525324,0.2344671852376716,0.3750497109158647,0.16109492615121065
95,0.18171899669404623,0.2701873319173959,0.3690976255830695,0.1789960458054884
96,0.17116672896329044,0.3144706481613269,0.23694515392096785,0.27741746895441477
97,0.16959853541796144,0.2263774936254467,0.45957236480157376,0.1444516061550182
98,0.19024781713227218,0.17670199277247314,0.5356584705406765,0.09739171955457797
99,0.17915665071022258,0.28152068277732617,0.41732012558056364,0.12200254093188764
100,0.1289481920568479,0.1916633526218676,0.5208709797507922,0.1585174755704924
101,0.19649807660792518,0.2693411780077989,0.39600545778912244,0.1381552875951534
102,0.18154484442674043,0.334210060962661,0.29746652648657773,0.18677856812402088
103,0.15966083335046957,0.2704628908472733,0.4036472051876578,0.16622907061459924
104,0.18333046928519814,0.33050251898791155,0.2726193489317529,0.21354766279513762
105,0.1868004184658194,0.2521199009056004,0.40839578143540956,0.15268389919317077
106,0.09046311957606523,0.13620383299876393,0.706226910225968,0.06710613719920272
107,0.19638658335772025,0.2923631048470004,0.37061687157632484,0.14063344021895466
108,0.21701102829363908,0.30320813223151644,0.3428133781018205,0.136967461373024
109,0.20528735160083492,0.2886505101502057,0.3795983775134008,0.12646376073555865
110,0.14205880003906815,0.2695368129176272,0.3462183542494174,0.24218603279388723
111,0.183496539439619,0.24989439025947338,0.4244560393567174,0.1421530309441902
112,0.21332732053308767,0.30578114257845695,0.3518809536634405,0.12901058322501466
113,0.182913457346629,0.2522794181750042,0.4148621971019123,0.14994492737645448
114,0.21506254022735455,0.37791887511074906,0.1996562770577465,0.20736230760414975
115,0.17228103326498714,0.2468696275502138,0.4240390949989184,0.15681024418588058
116,0.08816431081984596,0.10712437636144755,0.7307037601571531,0.07400755266155366
117,0.19283922656109745,0.27633920905819787,0.35466636632795245,0.17615519805275226
118,0.08576876501351396,0.099472127647605,0.7654231707777425,0.049335936561138605
119,0.18593413801456457,0.2750655139804969,0.3883860054603674,0.15061434254457137
