Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
63,0.15239458880393097,0.22999536077210192,0.4931456458320894,0.1244644045918776
64,0.15353579151287317,0.21457178059187967,0.4283268118373622,0.20356561605788506
65,0.16151960285088499,0.2663021463436325,0.3652110098349491,0.20696724097053326
66,0.17243453313990126,0.2609169996979619,0.37707445060013706,0.18957401656199985
67,0.17233552529412718,0.2636772006013107,0.398339947453583,0.16564732665097912
68,0.26770052991360216,0.31071362780851836,0.2996950930268625,0.12189074925101712
69,0.22122821552601454,0.26741845646119555,0.3673321557278843,0.1440211722849055
70,0.11742451252380937,0.41056982320927055,0.17299085107100448,0.29901481319591555
71,0.203608681086444,0.27179517022545713,0.3778087032983878,0.1467874453897112
72,0.23682447206462176,0.3249027430303542,0.26315765120748186,0.175115133697542
73,0.17700260253718667,0.2583502133065281,0.4330778240071835,0.13156936014910176
74,0.12215027485963187,0.2163210538854196,0.46710149377839083,0.1944271774765578
75,0.19730782664321572,0.2549319190301664,0.4110041672635292,0.13675608706308873
76,0.10350857448202101,0.32914425799898567,0.22628424975106082,0.34106291776793235
77,0.16167264494159198,0.2516060787162845,0.4113914821619344,0.17532979418018918
78,0.12739175009692574,0.23218883846512461,0.5068490845081256,0.13357032692982418
79,0.1861005803661487,0.27652898058522224,0.39223073627473815,0.14513970277389096
80,0.13552918977844075,0.29730920364496183,0.3157557468260677,0.2514058597505297
81,0.1439511796412398,0.24634997426176267,0.4654869465457267,0.14421189955127087
82,0.11453152952089338,0.22520989168508607,0.36856963814734667,0.2916889406466739
83,0.18964194316648353,0.2769488557012111,0.36520618787618675,0.16820301325611864
84,0.1350076141691595,0.24184651749934433,0.4455819709941774,0.17756389733731873
85,0.2052403295316757,0.27423822270152454,0.39391945519756566,0.12660199256923396
86,0.201250969457306,0.33180620454027626,0.3453977543420023,0.12154507166041553
87,0.19141961254894946,0.24743933426656448,0.4121606681073744,0.14898038507711164
88,0.21127154236289578,0.3646398315796937,0.2628838685416114,0.16120475751579907
89,0.2032561965145559,0.27385616753991066,0.40551078041985983,0.11737685552567363
90,0.25361042719569865,0.42519438752421945,0.17119786887416058,0.14999731640592162
91,0.1670867721467663,0.2510734736270408,0.42068971585708675,0.16115003836910613
92,0.1695324741141949,0.29889185346722646,0.24937642150204728,0.2821992509165313
93,0.20279032844523726,0.2876371159323138,0.3818489275635109,0.1277236280589381
94,0.22305329964638035,0.23704868077799213,0.38214421486251804,0.1577538047131094
95,0.1811334569141192,0.2721164761200544,0.36962056503999624,0.17712950192583013
96,0.16984343760778106,0.32264325731413185,0.2388410200033267,0.26867228507476026
97,0.16868970467747638,0.22779478330007963,0.4593226701058997,0.14419284191654444
98,0.19041333254194215,0.17805091803483802,0.5305036818223366,0.10103206760088355
99,0.1806345899252465,0.27731462860735784,0.41925334596313385,0.1227974355042618
100,0.13686977082592627,0.2033013084942468,0.5174572091553402,0.14237171152448705
101,0.19479206075077002,0.2715691930713866,0.3947038979199302,0.13893484825791325
102,0.18028897169824287,0.34196327135459553,0.29310736762826634,0.18464038931889523
103,0.16140516529290888,0.26874102848318115,0.40404425652813614,0.16580954969577388
104,0.18417392835938937,0.3317046848866338,0.2703035441776372,0.21381784257633954
105,0.18649424677607523,0.25401896325190926,0.4050990248840394,0.15438776508797616
106,0.09026983867687713,0.13927547534063334,0.7000746773836526,0.0703800085988367
107,0.19429141403172207,0.29389241251365267,0.368765758969493,0.14305041448513223
108,0.21600531520960733,0.30902324105934936,0.341087365079825,0.1338840786512182
109,0.20496854192226927,0.28834296773529994,0.3780078120158182,0.12868067832661265
110,0.1371510423778946,0.2765784471957616,0.34968641877706597,0.2365840916492774
111,0.18284997753238766,0.2533025318325058,0.42339972723807934,0.14044776339702733
112,0.2159769404073467,0.30227370212302845,0.3528097080935143,0.12893964937611055
113,0.1832298873407919,0.25272677291900697,0.41448746015779236,0.14955587958240887
114,0.20775169008543767,0.38077173290215216,0.1997206706885358,0.21175590632387448
115,0.16974105597849504,0.24982250064231387,0.4247314614858149,0.15570498189337606
116,0.08793001361123172,0.11053779171533701,0.7287025660820015,0.07282962859142952
117,0.1893421725726018,0.2786663079375949,0.3526977777979635,0.1792937416918398
118,0.08539851059833664,0.10240058643818886,0.7628841079325431,0.049316795030931365
119,0.18561029839017643,0.2769170967520981,0.38649208810597224,0.15098051675175328
